position	strand	source_info
2126138	+	storz
2126352	+	storz
2126603	+	storz
2128282	-	storz
2128623	-	storz
2129456	+	storz
2131701	+	storz
2133994	+	storz
2135217	-	regulondb
2135607	-	storz_regulondb
2135847	+	wanner
2135887	+	storz_regulondb
2137557	+	storz
2137717	+	storz
2138049	-	regulondb
2138578	+	storz
2138816	-	regulondb
2138862	-	regulondb
2139528	-	storz
2139651	+	storz
2140289	-	storz
2140415	+	storz
2140619	-	storz
2140672	-	storz
2141027	-	wanner
2141228	+	storz
2141233	-	storz
2141248	+	storz
2141381	+	storz
2141813	-	storz
2142499	-	storz
2142915	-	storz
2144862	-	storz
2145453	-	storz
2145583	-	storz_regulondb
2145668	+	regulondb
2145983	-	storz
2146163	+	storz
2146707	+	storz
2146742	+	storz
2147010	+	storz
2147643	-	storz
2147749	-	storz
2147766	+	storz
2148011	+	storz
2149023	-	regulondb
2149040	+	regulondb
2149075	+	regulondb
2149100	-	regulondb
2151201	+	storz
2151335	+	storz_regulondb
2151420	-	storz
2151523	-	storz
2151648	+	storz
2151670	+	storz_regulondb
2151784	+	storz
2151851	-	storz
2151942	-	storz
2152003	+	storz_regulondb
2152028	+	wanner
2154301	-	storz
2155003	+	storz
2156039	-	storz
2156861	+	storz
2157244	-	storz
2157689	+	storz
2158687	+	storz
2158792	-	storz
2159139	-	storz
2159158	+	storz
2159725	+	storz
2160857	-	storz
2161049	+	storz
2161578	-	storz
2161769	+	storz
2162220	+	storz
2162270	+	storz_regulondb
2162289	-	storz
2162780	+	storz
2163156	+	storz
2163203	-	storz
2163301	+	wanner
2163434	-	storz
2163615	+	regulondb
2163964	-	storz
2164324	-	storz
2164964	+	storz
2165114	-	storz
2165138	+	storz_wanner_regulondb
2165297	+	storz
2165571	-	wanner
2165836	+	storz
2166047	-	storz
2166145	+	storz
2166370	-	wanner
2166567	+	regulondb
2166707	+	regulondb
2166725	-	storz
2166796	+	storz
2167251	+	storz
2167573	+	storz
2167782	-	storz
2168141	+	storz
2168385	-	storz
2169284	-	storz
2169361	+	storz
2170201	-	storz
2170393	-	storz
2170631	-	regulondb
2170984	+	storz
2171205	-	storz
2171517	-	storz
2172449	-	regulondb
2172495	-	storz_regulondb
2172510	+	storz
2172522	-	regulondb
2172726	-	regulondb
2172980	+	storz
2173125	-	regulondb
2173292	-	regulondb
2173358	-	regulondb
2174132	-	regulondb
2174404	-	regulondb
2174454	-	regulondb
2174598	+	storz
2174658	-	regulondb
2174679	-	regulondb
2174795	-	regulondb
2174886	-	regulondb
2175045	-	regulondb
2175068	-	regulondb
2175091	-	regulondb
2175145	-	regulondb
2175222	-	regulondb
2175245	+	storz
2175250	-	regulondb
2175303	-	storz
2175420	+	storz
2176399	+	storz
2176599	+	storz
2176651	-	wanner
2176689	-	regulondb
2176803	+	regulondb
2178249	-	storz
2179995	+	storz
2180827	-	storz
2181396	-	storz
2181552	+	storz
2181639	+	storz
2181720	-	storz
2181738	+	storz
2181823	-	regulondb
2182289	+	storz
2182695	-	regulondb
2183472	-	wanner
2183561	+	storz
2183831	-	wanner
2183849	+	regulondb
2183889	+	wanner
2183925	-	regulondb
2184813	+	storz
2184884	+	storz
2184906	+	regulondb
2184936	+	wanner
2185275	-	storz
2185288	+	storz
2186214	+	storz
2186359	-	storz
2186494	-	regulondb
2187206	-	storz
2187556	+	storz
2188068	-	storz
2190296	-	storz_regulondb
2190638	-	storz
2190708	+	regulondb
2190747	-	storz
2190864	-	wanner
2190866	+	storz
2190899	-	wanner
2190923	-	regulondb
2191023	-	storz
2192197	-	regulondb
2192244	-	regulondb
2192291	+	storz_regulondb
2193160	+	storz
2193420	-	storz
2194208	-	storz
2194467	+	regulondb
2195153	+	storz
2195200	-	storz
2195261	+	storz
2195427	-	storz
2195553	-	storz
2195766	+	storz
2195874	-	storz
2196095	-	storz
2196232	-	storz
2196453	+	storz
2197733	-	storz
2198617	+	storz
2199037	+	storz
2199067	+	storz
2199273	-	storz
2199365	-	storz
2199630	-	storz
2199658	-	storz
2200003	+	storz
2200220	+	storz
2200295	-	storz
2200596	+	storz
2200923	-	storz
2201094	-	storz
2201580	+	storz
2201806	+	regulondb
2201921	-	storz
2202359	-	storz
2202424	+	storz_regulondb
2202584	+	storz
2203586	-	storz
2204780	+	storz
2205007	+	storz
2205408	-	storz
2205901	-	storz
2206568	-	storz
2207692	-	storz
2207961	-	storz
2208963	+	storz
2209180	-	storz
2209289	+	storz
2209598	+	storz
2209889	-	storz
2210248	-	storz
2210568	+	storz
2210744	-	storz
2210991	-	regulondb
2211400	+	storz
2211790	-	storz
2211826	-	storz
2212693	-	wanner
2212771	+	regulondb
2212807	+	regulondb
2212862	+	regulondb
2212942	+	storz
2213608	+	regulondb
2213654	+	storz
2213668	-	storz
2214207	-	storz
2215089	+	storz
2215604	-	storz
2216095	+	storz
2216159	+	storz
2217544	-	wanner
2217774	+	storz
2217843	+	storz
2218109	-	storz
2218145	-	storz
2218298	-	regulondb
2218637	-	storz
2218918	-	regulondb
2218951	-	regulondb
2219315	+	storz
2219360	+	storz
2220064	-	regulondb
2220104	+	regulondb
2220142	-	regulondb
2220174	+	regulondb
2220220	-	storz
2220510	+	storz
2220945	+	storz
2221665	-	storz
2221817	+	regulondb
2221883	-	storz
2222040	-	storz
2222156	+	storz
2222276	-	storz
2222720	-	storz
2222962	-	wanner
2223087	-	storz
2223200	-	storz
2223465	-	storz
2223685	-	wanner
2223785	+	regulondb
2225025	-	storz
2225318	-	storz_regulondb
2225335	+	storz
2225803	-	storz
2226884	-	storz
2226980	+	storz
2227099	+	storz
2227180	+	storz
2227547	-	storz
2227686	-	storz
2228320	-	storz
2228417	-	regulondb
2228482	-	wanner
2228507	-	storz
2228515	+	regulondb
2228625	+	storz_regulondb
2229203	-	storz
2229215	+	storz
2229275	+	storz
2229319	-	storz
2229688	+	storz
2229841	+	regulondb
2230067	-	storz
2230492	+	storz
2230706	+	regulondb
2231031	+	storz
2231057	-	storz
2231105	+	storz
2231157	+	storz
2231319	-	storz
2231996	+	storz
2232025	-	storz
2232146	+	storz
2232336	-	storz
2232375	+	regulondb
2233110	+	storz
2233134	-	storz
2234143	-	storz
2234350	+	storz
2234806	-	storz
2235440	-	storz
2235880	-	regulondb
2235945	-	regulondb
2235981	-	regulondb
2236365	+	storz
2236787	-	storz
2237295	-	storz
2237413	-	regulondb
2238526	+	storz
2238588	-	storz_wanner_regulondb
2238626	+	storz
2238928	+	storz
2239012	+	storz
2239340	+	storz
2239731	-	wanner
2239843	+	storz
2241040	-	storz
2241095	-	regulondb
2241426	-	regulondb
2241435	+	storz
2241458	-	storz
2241744	-	storz
2241782	+	wanner
2241803	+	storz
2241820	-	wanner
2241870	-	regulondb
2241901	+	regulondb
2242589	-	storz
2243011	-	storz
2243462	-	storz
2243576	-	storz
2243801	-	storz
2244049	+	storz
2244193	+	storz
2244656	-	storz
2244951	-	regulondb
2245235	+	storz
2245893	+	storz
2246579	+	storz
2246581	-	wanner
2246659	-	wanner
2247202	-	storz
2247328	-	storz
2247493	-	regulondb
2247562	-	wanner
2247660	-	regulondb
2247688	+	regulondb
2247722	+	regulondb
2247733	-	regulondb
2247783	+	storz
2247989	-	wanner
2248001	+	storz
2248545	-	storz
2248828	+	regulondb
2249125	-	storz
2249363	+	storz
2249545	-	storz
2249675	+	regulondb
2249881	+	storz
2249992	+	storz
2250700	+	storz
2251054	-	storz
2251106	-	storz
2251153	-	storz
2251321	-	storz
2251809	+	storz
2252900	+	storz
2253110	+	storz
2253274	-	regulondb
2253312	+	storz_regulondb
2254253	-	storz
2254887	-	storz
2254997	-	storz
2255213	-	storz
2255339	-	storz
2255420	+	storz
2255518	-	regulondb
2256579	-	regulondb
2257412	-	storz
2257579	+	storz
2258464	-	storz_regulondb
2258880	-	storz
2259424	-	storz
2259883	-	storz
2259905	+	storz
2260114	-	regulondb
2260357	-	storz
2260462	-	storz_wanner
2260589	+	storz
2260633	-	regulondb
2261425	+	storz
2261616	-	storz_wanner_regulondb
2261735	+	regulondb
2261858	+	regulondb
2262845	+	storz
2263049	+	wanner
2263352	-	regulondb
2263435	-	regulondb
2263436	+	regulondb
2263442	-	regulondb
2263450	+	regulondb
2263482	-	storz
2263729	-	storz
2263965	-	storz
2263983	+	storz
2264186	+	regulondb
2264236	+	storz_regulondb
2264536	-	storz
2264672	+	storz
2264834	+	storz
2265639	+	storz
2265764	+	regulondb
2265818	+	storz_regulondb
2265826	-	storz
2266108	-	storz
2266549	-	storz
2266848	+	storz
2267470	+	storz
2267591	-	storz
2267715	-	storz
2267833	+	storz_wanner_regulondb
2267942	+	storz_regulondb
2267965	+	regulondb
2268095	+	storz
2268435	-	storz
2268700	+	storz_regulondb
2269158	-	storz
2269261	-	storz
2269818	+	storz
2270334	+	regulondb
2270410	+	regulondb
2271062	+	storz
2271145	-	storz
2271536	-	storz_regulondb
2271923	+	wanner
2272694	+	storz
2273207	+	storz
2274006	+	storz
2274602	+	storz
2274635	-	storz
2275225	+	storz
2275573	+	storz
2275768	+	storz
2275798	-	storz
2276072	-	storz
2276299	-	regulondb
2276375	-	regulondb
2276419	-	storz_wanner_regulondb
2276468	-	regulondb
2276510	+	wanner
2276920	+	storz
2277090	-	regulondb
2277740	-	storz
2277837	+	storz
2278261	+	storz
2278565	-	wanner
2278615	-	storz
2278630	+	storz_regulondb
2279015	+	storz
2279605	-	storz
2280455	+	regulondb
2280532	-	storz
2280670	+	storz
2280767	+	storz
2281667	-	regulondb
2281967	-	storz
2281985	+	storz
2281989	-	wanner
2282034	-	storz
2282063	-	storz
2282125	+	storz
2282131	-	regulondb
2282392	-	storz
2282822	-	storz
2283591	-	storz
2283724	+	storz
2283820	+	regulondb
2284034	-	storz
2284155	-	storz
2284227	+	storz
2284445	-	storz
2284514	-	storz
2284612	+	storz
2284689	+	storz
2284858	-	storz
2284998	-	storz
2285200	-	storz
2285390	+	storz
2285659	+	storz
2285670	-	storz
2285691	+	storz
2285896	-	storz
2285932	-	storz
2286039	-	storz
2286112	-	storz
2286215	+	storz
2286340	-	storz
2286635	+	storz
2286791	+	storz
2286817	+	storz
2286892	-	storz
2287198	-	regulondb
2288094	-	storz_regulondb
2288130	-	storz
2288372	+	storz
2288444	+	regulondb
2288488	-	storz
2288777	+	storz
2289082	-	storz
2289088	+	storz
2289246	+	storz
2289415	-	storz
2289434	+	storz
2290180	-	storz
2290246	+	storz
2290643	-	regulondb
2293118	+	storz
2294471	+	storz
2295419	-	storz
2295933	-	storz
2295992	+	storz
2296274	-	storz
2297500	-	storz
2297709	+	storz
2298274	-	storz
2299656	+	storz
2299780	+	storz
2299803	+	storz
2299966	+	storz
2300450	-	storz
2300489	-	storz
2301596	-	storz_regulondb
2301717	-	regulondb
2301779	-	storz
2301819	+	regulondb
2301873	+	regulondb
2302041	+	storz
2302323	+	storz
2302342	-	storz
2303079	-	storz
2303137	+	storz
2303205	+	storz
2303715	+	storz
2303981	-	storz
2303991	+	storz
2304065	+	storz
2304785	-	storz
2304825	-	storz
2304868	-	regulondb
2304946	-	regulondb
2305111	+	storz
2305218	-	storz
2305648	+	storz
2306349	-	storz
2306662	-	storz
2306689	-	wanner
2306935	+	storz
2306976	+	storz
2307467	-	regulondb
2308160	-	storz
2308438	-	storz
2308752	+	storz
2309578	-	storz
2309616	-	regulondb
2309710	+	storz
2309858	-	regulondb
2309880	+	storz
2310209	-	regulondb
2310533	+	regulondb
2310676	+	regulondb
2310679	-	regulondb
2310849	-	wanner
2310909	-	regulondb
2311088	+	storz
2311161	-	wanner
2311235	+	storz
2311282	-	storz
2311289	+	storz
2311402	+	storz
2311440	+	wanner
2311474	+	storz_regulondb
2312136	-	storz
2312279	-	storz
2312640	-	storz
2313052	-	storz
2313348	-	storz
2313642	+	wanner
2313663	-	storz
2313675	+	storz
2313697	-	storz
2313712	+	storz
2313997	+	storz_regulondb
2314084	+	regulondb
2314177	-	storz
2314194	+	regulondb
2314198	-	storz
2314203	+	regulondb
2314209	-	storz
2314212	+	regulondb
2314253	+	regulondb
2314309	+	regulondb
2314777	+	storz
2314942	-	storz
2315420	-	regulondb
2315476	-	regulondb
2315623	-	storz
2315688	-	storz
2316346	+	storz
2317135	-	regulondb
2317320	-	regulondb
2317453	-	storz
2317933	-	storz_regulondb
2317982	-	storz
2318037	+	storz
2318103	-	regulondb
2318150	-	wanner
2318489	-	storz
2319134	-	wanner
2319905	-	storz
2320380	+	storz
2320657	-	storz
2321246	+	storz
2321434	+	regulondb
2321617	-	storz
2322400	-	storz
2324480	-	storz
2324518	-	storz
2324608	+	storz
2325106	+	storz
2325524	-	wanner
2325986	+	storz
2326192	+	storz
2326221	-	regulondb
2326414	+	storz
2326435	+	storz
2327537	-	storz
2328777	+	storz
2329291	+	storz
2329418	+	storz
2329470	+	storz
2329500	+	storz
2330277	+	storz
2331327	-	storz
2331393	+	storz
2331924	+	storz
2333732	+	storz
2334081	-	storz
2334334	-	storz
2334708	-	storz
2334805	-	storz
2335960	-	storz
2336395	-	regulondb
2336467	-	regulondb
2336671	+	storz
2336757	+	storz
2336847	-	regulondb
2337244	-	storz
2337479	-	wanner_regulondb
2337561	+	regulondb
2337967	+	storz
2338118	-	storz
2338633	-	storz
2338654	+	storz
2338725	-	storz
2339208	+	storz
2339264	-	storz
2339299	-	storz
2339746	+	storz
2340093	-	storz
2340223	+	storz
2340388	-	storz
2340424	+	storz
2340506	+	storz
2340931	-	storz
2342229	-	regulondb
2342287	-	regulondb
2342598	-	storz
2342777	+	regulondb
2342883	+	regulondb
2343275	+	regulondb
2343398	-	storz
2344009	+	regulondb
2344832	-	storz
2345086	+	storz
2345374	+	regulondb
2345581	-	storz
2345664	+	regulondb
2346360	+	regulondb
2346729	+	storz
2346999	-	storz
2347049	-	storz
2347110	-	storz
2347521	-	storz_regulondb
2347544	-	wanner
2347963	+	storz
2348068	-	storz
2348760	-	storz
2349745	-	storz
2349938	-	storz
2350472	-	wanner
2350573	+	storz
2350578	-	storz
2350605	+	regulondb
2350631	+	wanner
2351386	+	storz
2351518	+	storz
2352683	+	storz
2353310	-	storz
2353697	-	storz
2354008	-	storz
2354471	+	storz
2354712	+	regulondb
2355003	-	storz
2355399	-	storz
2355574	+	storz
2355906	+	storz
2356848	-	storz
2356968	-	regulondb
2359440	+	storz
2361065	+	storz
2361676	-	wanner
2361940	-	storz
2362338	-	storz
2362394	-	regulondb
2362467	-	wanner
2362547	+	regulondb
2362585	-	storz
2363589	-	storz
2363612	+	storz
2363708	+	wanner
2363720	-	regulondb
2363738	+	storz
2363745	-	storz_regulondb
2363776	-	regulondb
2363836	+	wanner
2364394	+	storz
2365149	-	storz
2365250	+	regulondb
2365850	-	storz
2366166	+	storz
2366308	+	storz
2367150	+	regulondb
2367202	+	storz
2367395	-	storz
2367682	+	storz
2367691	-	storz
2368546	-	storz
2370204	+	storz
2370292	+	storz
2371119	+	storz
2371579	+	storz
2371588	-	regulondb
2371625	+	storz
2371993	-	storz
2374823	-	storz
2374909	-	regulondb
2374936	-	regulondb
2375019	+	storz
2375024	-	storz_wanner
2377267	-	regulondb
2377303	-	regulondb
2377325	-	storz
2377337	+	storz
2377397	+	storz
2377464	-	storz
2377990	-	storz
2378005	+	storz
2378518	+	storz
2378686	-	wanner
2378868	-	regulondb
2379072	-	regulondb
2379158	+	storz
2379554	-	storz
2379584	-	wanner
2379603	+	regulondb
2379636	-	regulondb
2379708	-	regulondb
2380079	-	storz
2380387	-	storz
2380465	+	wanner
2380618	-	storz
2380676	+	regulondb
2381311	+	storz
2382151	+	storz
2382979	-	storz
2383278	+	storz
2383332	-	storz
2383426	+	storz_regulondb
2383772	+	regulondb
2383806	-	regulondb
2383827	+	regulondb
2383850	+	regulondb
2383927	-	regulondb
2384444	-	storz
2384568	-	storz
2385621	+	storz
2386480	+	regulondb
2386561	+	regulondb
2386576	-	regulondb
2386595	+	regulondb
2386609	-	regulondb
2386794	+	storz
2387017	+	regulondb
2387143	+	storz
2387233	-	storz
2387861	+	storz
2387902	-	storz
2388525	-	storz
2388971	-	regulondb
2389143	-	regulondb
2389245	-	regulondb
2389248	+	storz
2389484	+	regulondb
2389739	-	regulondb
2391627	-	regulondb
2391657	-	regulondb
2391771	-	regulondb
2392129	-	storz
2392496	-	regulondb
2392617	-	regulondb
2392702	-	regulondb
2393052	+	storz
2393338	+	storz
2394066	-	regulondb
2394135	+	storz
2394458	-	regulondb
2394507	-	regulondb
2394612	-	regulondb
2395045	-	regulondb
2395806	-	regulondb
2396814	-	regulondb
2397078	-	regulondb
2399494	-	regulondb
2399679	-	regulondb
2399734	-	regulondb
2399811	+	storz
2399838	-	regulondb
2400084	+	storz
2400099	-	regulondb
2400245	-	regulondb
2400346	-	regulondb
2400442	-	regulondb
2401052	-	regulondb
2401973	-	regulondb
2402550	+	storz
2402639	+	storz
2402751	-	regulondb
2403158	-	regulondb
2403184	-	regulondb
2403219	-	storz
2403357	-	regulondb
2403362	+	storz
2403399	-	storz_wanner
2403463	+	storz_wanner
2403520	-	storz
2403564	+	storz
2403835	-	storz_wanner
2404402	-	storz
2404657	-	storz_regulondb
2404669	+	storz
2404678	-	regulondb
2404821	-	storz
2404839	+	storz
2404841	-	wanner
2404872	-	storz
2404885	+	storz
2404934	+	storz
2405034	-	storz_regulondb
2405125	+	storz
2405160	-	storz
2405331	-	storz
2405430	+	regulondb
2405531	+	storz
2406083	+	storz
2406095	-	storz
2406182	-	storz
2406228	+	storz
2406428	+	storz
2406853	+	regulondb
2406859	-	storz
2407156	-	storz
2407451	-	storz
2407587	-	storz
2407801	-	storz
2407964	-	regulondb
2408181	-	regulondb
2408651	-	regulondb
2408789	-	storz
2408834	-	regulondb
2408853	+	storz
2409014	-	storz
2409120	-	regulondb
2409263	-	storz
2409400	-	wanner
2409753	-	regulondb
2409814	-	regulondb
2409920	+	storz
2410136	-	regulondb
2410399	-	storz
2410616	-	regulondb
2410633	+	storz
2410658	-	regulondb
2410810	-	storz_regulondb
2411269	+	storz
2411327	+	regulondb
2411366	+	storz_regulondb
2411401	-	storz
2411447	+	regulondb
2411470	-	storz
2411473	+	regulondb
2411704	-	storz
2411776	-	storz_wanner
2411814	+	regulondb
2411815	-	storz
2411819	+	regulondb
2411979	+	regulondb
2412291	+	regulondb
2412382	+	regulondb
2412508	+	regulondb
2413000	+	storz
2413048	-	storz
2413120	+	regulondb
2413373	+	regulondb
2413772	+	regulondb
2413803	+	regulondb
2413836	+	regulondb
2414060	+	regulondb
2414171	+	regulondb
2414540	+	storz
2414886	-	storz
2415057	-	storz
2415074	+	storz
2415193	+	storz
2415448	+	storz
2416585	+	storz
2417208	-	regulondb
2417246	-	storz
2417319	+	storz
2417321	-	storz
2417416	-	storz
2417830	-	storz
2417844	+	storz
2417935	+	storz
2418531	-	wanner
2418614	+	storz
2418709	-	storz
2419311	-	storz
2419321	+	storz_regulondb
2419528	-	storz
2419630	+	regulondb
2419859	-	storz
2419948	-	storz
2420090	+	storz
2420351	+	storz
2420700	+	storz
2420711	-	storz
2421324	-	storz
2421636	-	regulondb
2421734	-	regulondb
2421960	+	storz
2422520	+	storz
2422546	+	storz
2422797	-	storz
2422955	+	storz
2423922	+	storz
2424294	-	storz
2424535	-	storz
2424843	-	regulondb
2425871	-	regulondb
2425959	-	storz_wanner_regulondb
2426223	+	storz
2426342	-	storz
2426406	+	storz
2426642	+	storz
2426672	-	storz
2426962	+	storz
2427033	-	storz
2427098	+	storz
2428051	-	storz
2428089	-	storz
2428197	-	storz
2428346	-	storz
2428640	-	storz
2428792	-	regulondb
2428820	-	wanner
2429151	-	storz
2429208	-	storz
2429232	-	storz
2429508	-	storz
2429890	-	regulondb
2429959	-	storz
2429963	+	storz
2430039	-	wanner
2430331	-	storz
2430508	-	storz
2431201	-	storz
2431677	-	regulondb
2431930	-	regulondb
2431996	-	regulondb
2432036	-	storz
2432174	+	storz
2432194	-	storz
2432216	+	storz
2432294	-	wanner
2432500	+	storz
2432962	-	regulondb
2433280	-	storz
2433345	-	wanner
2433941	-	storz
2434005	-	storz
2434763	-	storz
2434912	-	regulondb
2435065	+	storz
2435199	+	storz
2435541	-	regulondb
2435575	-	storz
2435894	+	storz
2435905	-	storz_regulondb
2435931	+	storz
2436805	+	storz
2436902	+	storz
2437052	+	storz
2438165	+	storz
2438253	-	regulondb
2438594	-	regulondb
2438867	-	regulondb
2438907	-	storz
2439174	-	regulondb
2439355	+	storz
2439662	-	wanner
2439761	+	storz
2439783	-	storz
2440023	-	storz
2441288	-	storz
2441522	-	storz
2441802	+	storz
2442273	-	regulondb
2442290	+	storz
2442632	-	storz
2442764	-	regulondb
2442806	-	regulondb
2442881	-	regulondb
2443355	+	storz
2443366	-	storz
2443739	-	storz
2443767	-	regulondb
2444237	-	storz
2444244	+	storz
2444281	+	storz
2445533	-	regulondb
2445650	-	storz
2446154	-	regulondb
2446243	+	storz
2446458	+	regulondb
2446493	-	wanner
2446590	+	regulondb
2447170	+	storz
2447313	+	storz
2447459	-	regulondb
2447576	+	storz
2447737	-	wanner
2447756	+	storz
2447798	-	storz
2447860	-	storz
2447913	+	storz
2448049	-	storz
2448071	+	storz
2448181	+	storz
2451448	+	storz
2451977	+	storz
2452248	+	storz
2452429	-	storz
2452732	-	storz
2452762	-	storz
2453317	+	storz
2453363	+	storz
2453676	-	regulondb
2453843	-	regulondb
2454045	-	storz
2454050	+	storz
2454156	-	storz
2454248	+	storz
2454513	-	storz
2454937	-	wanner
2455021	-	storz_regulondb
2455397	-	storz
2455534	-	storz
2455815	+	storz
2456027	-	storz
2457091	-	storz
2457408	-	storz
2457802	+	storz
2458084	+	storz
2458530	-	wanner
2458690	-	storz
2458846	-	wanner
2458995	-	regulondb
2459167	-	storz
2459227	+	storz_regulondb
2459272	+	storz
2459284	-	wanner
2459972	-	storz
2460265	-	storz
2460402	-	storz
2460824	+	regulondb
2461004	+	regulondb
2461051	+	storz
2461372	-	storz
2461468	-	storz
2461624	+	storz
2462387	-	storz
2463106	-	storz_wanner
2463156	-	wanner
2463194	-	storz
2463234	-	wanner
2463296	+	storz
2463468	+	storz
2463677	+	storz
2464092	-	storz
2464326	+	storz
2464535	+	regulondb
2464607	-	storz
2464929	-	storz
2465091	+	storz
2465280	-	storz
2465329	+	storz
2465759	+	regulondb
2465849	+	storz
2465849	-	storz
2465852	+	regulondb
2466232	-	storz_regulondb
2466649	-	storz
2466830	+	regulondb
2466939	-	storz
2468111	-	storz
2468532	+	storz
2468671	-	regulondb
2468713	-	storz_regulondb
2468749	+	wanner
2468754	-	wanner
2468770	+	storz_regulondb
2469065	+	storz
2469253	-	storz
2469330	+	storz
2469413	-	storz
2471444	+	regulondb
2471558	+	regulondb
2471594	+	regulondb
2471618	+	storz
2472116	-	storz
2472356	+	storz
2473134	-	storz
2473672	-	storz
2474167	-	storz
2474190	-	storz
2474208	+	storz
2474237	-	storz
2474296	+	wanner
2474398	+	storz_regulondb
2475644	-	storz
2475768	-	regulondb
2475843	+	regulondb
2476644	+	storz
2476719	+	storz
2477124	-	storz
2477136	+	regulondb
2477233	+	storz
2477317	+	storz
2477495	-	storz
2478035	+	regulondb
2478188	+	storz
2478644	-	storz
2479275	-	storz
2479489	+	storz
2480203	-	storz
2480356	-	regulondb
2481164	+	storz
2481470	-	regulondb
2481542	+	storz
2481652	+	storz_regulondb
2481848	-	storz
2481981	-	storz
2482217	-	storz
2482518	+	storz
2483208	+	regulondb
2483500	+	storz
2483875	-	storz
2484189	-	storz
2484263	+	storz
2484417	-	storz
2484765	+	storz
2484904	-	storz
2485351	+	storz
2485414	+	storz
2485428	-	storz
2486029	-	storz
2486058	+	storz
2486273	+	storz
2486314	-	wanner
2486770	+	storz
2486929	-	storz
2488163	-	storz
2488215	+	storz
2488317	+	storz
2488574	-	storz
2489818	-	storz
2490152	-	regulondb
2491010	+	storz
2491306	+	storz
2491461	-	regulondb
2491674	+	storz
2491764	-	storz
2492455	-	regulondb
2492516	+	regulondb
2493158	-	storz
2493303	-	storz
2493355	-	wanner_regulondb
2493515	+	storz_regulondb
2493600	+	regulondb
2493659	-	storz
2494578	+	storz
2494797	+	storz
2494799	-	storz
2494984	+	storz
2496377	-	wanner
2496421	-	regulondb
2496651	-	storz
2496669	+	storz
2496998	-	storz
2497597	-	storz
2497633	-	storz
2497916	+	storz_wanner
2498414	+	storz
2498645	+	storz
2498931	-	storz
2499010	-	storz
2499054	+	storz
2499145	-	storz
2499470	-	storz
2499762	-	storz
2499950	+	storz
2500036	-	storz
2500426	+	storz
2500875	+	storz
2501635	-	storz
2502515	-	regulondb
2503561	-	storz
2504385	-	storz
2504418	+	storz
2505946	+	storz
2506443	+	storz
2506581	+	storz
2507438	-	regulondb
2507469	-	regulondb
2507475	+	regulondb
2507482	-	regulondb
2507560	-	regulondb
2507677	-	storz
2507953	-	wanner
2508090	-	storz
2508983	+	storz
2509240	+	storz
2509961	-	storz
2510716	+	storz
2510756	-	regulondb
2510844	+	storz
2510874	-	wanner
2510914	-	storz
2510967	-	storz
2511031	+	regulondb
2511525	-	storz
2511553	+	storz
2512344	+	regulondb
2512371	+	regulondb
2512911	-	storz
2513204	-	storz
2513368	-	storz
2513468	-	storz
2513812	-	storz
2513827	+	storz
2513868	-	storz
2514225	+	storz
2514288	-	storz
2515720	-	storz
2515870	+	storz
2515889	-	storz_regulondb
2515914	-	regulondb
2515988	-	wanner
2516123	-	storz
2516275	-	regulondb
2516328	-	regulondb
2516356	+	regulondb
2516397	+	regulondb
2516429	+	storz_regulondb
2517119	-	storz
2517141	+	storz
2517239	-	storz
2517933	-	regulondb
2518191	+	storz
2518736	-	regulondb
2518794	-	wanner
2518943	+	wanner
2519067	+	storz
2519187	+	storz
2519282	+	storz
2519391	+	storz
2519492	+	storz
2519573	-	storz
2519890	-	storz
2520244	-	storz
2520527	-	storz_regulondb
2520585	-	storz_regulondb
2521252	+	storz
2521579	-	storz
2521716	-	storz
2521828	-	storz
2521838	+	storz
2521912	-	storz
2522932	-	regulondb
2523196	+	storz
2523352	+	wanner
2523394	-	storz
2523618	+	wanner
2523641	+	storz
2523660	-	storz
2523896	+	storz
2523949	+	storz
2524904	-	storz
2524931	+	regulondb
2525061	-	regulondb
2525589	+	storz
2525830	-	storz
2526052	+	storz
2526103	-	storz
2527120	-	storz
2527166	+	storz
2528147	+	storz
2528223	-	regulondb
2528573	-	regulondb
2529302	-	storz
2529356	-	storz
2529405	+	regulondb
2529429	-	regulondb
2529446	+	storz_regulondb
2529502	+	storz
2529573	-	wanner
2529939	-	storz
2530112	+	storz
2530366	+	storz_wanner_regulondb
2530380	-	storz
2530396	+	regulondb
2531333	+	storz_regulondb
2531389	-	storz
2531503	-	storz
2531520	+	regulondb
2531610	-	storz
2531614	+	regulondb
2531676	+	regulondb
2531710	+	regulondb
2531750	-	storz
2531752	+	storz
2531758	-	storz
2531766	+	regulondb
2531952	+	regulondb
2532000	+	regulondb
2532064	+	regulondb
2532193	+	regulondb
2532263	-	storz
2532786	-	storz
2532789	+	regulondb
2533252	+	storz
2533344	+	regulondb
2533428	-	storz
2533474	+	storz_regulondb
2533496	-	storz
2533496	+	regulondb
2533632	+	storz_regulondb
2533693	+	regulondb
2533718	+	regulondb
2533756	+	regulondb
2533789	+	regulondb
2534073	+	storz
2534246	-	storz
2534683	-	storz
2535092	+	storz
2535299	-	regulondb
2535330	+	wanner
2535340	-	wanner
2535402	+	storz
2535524	+	storz
2535613	+	wanner
2535649	+	storz
2535779	+	storz
2535817	-	storz
2535881	+	storz
2535975	+	storz
2536022	-	storz
2536259	+	storz
2536401	-	storz
2536494	-	storz
2536509	+	storz
2536726	+	storz
2536740	-	storz
2537551	-	regulondb
2537668	-	regulondb
2537726	-	storz_regulondb
2538212	-	storz
