XID	name	type	TSS	start	stop	minus35L	minus35R	minus10L	minus10R	sigma	strand	center	length	mode	promoter	include
ECK120034432	rimOp	promoter	877293							nan	reverse					1
ECK120034433	gstBp	promoter	879742							nan	reverse					1
ECK125153545	TSS_316	promoter	198887							unknown	forward					1
ECK125153544	TSS_315 (cluster)	promoter	198881							unknown	forward					1
ECK125153547	TSS_318	promoter	198893							unknown	forward					1
ECK125153546	TSS_317	promoter	198889							unknown	forward					1
ECK125153541	TSS_312 (cluster)	promoter	198858							unknown	forward					1
ECK125153540	TSS_311	promoter	198782							unknown	forward					1
ECK125153543	TSS_314 (cluster)	promoter	198877							unknown	forward					1
ECK125153542	TSS_313	promoter	198875							unknown	forward					1
ECK125153549	TSS_320	promoter	199004							unknown	forward					1
ECK125153548	TSS_319 (cluster)	promoter	198908							unknown	forward					1
ECK125157620	TSS_4391	promoter	4180820							unknown	forward					1
ECK125157621	TSS_4392	promoter	4180970							unknown	forward					1
ECK125157622	TSS_4393	promoter	4181074							unknown	forward					1
ECK125157623	TSS_4394	promoter	4181978							unknown	reverse					1
ECK125157624	TSS_4395	promoter	4182286							unknown	forward					1
ECK125157625	TSS_4396	promoter	4182288							unknown	forward					1
ECK125157626	TSS_4397	promoter	4182392							unknown	forward					1
ECK125157627	TSS_4398	promoter	4182994							unknown	forward					1
ECK125157628	TSS_4399	promoter	4183381							unknown	forward					1
ECK125157629	TSS_4400	promoter	4183391							unknown	forward					1
ECK125141453	mcaSp	promoter	1403775							nan	reverse					1
ECK120034415	tigp3	promoter	454346							nan	forward					1
ECK125156903	TSS_3674 (cluster)	promoter	3530812							unknown	forward					1
ECK125155718	TSS_2489 (cluster)	promoter	2533834							unknown	forward					1
ECK125155719	TSS_2490 (cluster)	promoter	2533841							unknown	forward					1
ECK125155716	TSS_2487 (cluster)	promoter	2533814							unknown	forward					1
ECK125155717	TSS_2488	promoter	2533824							unknown	forward					1
ECK125155714	TSS_2485	promoter	2533804							unknown	forward					1
ECK125155715	TSS_2486	promoter	2533807							unknown	forward					1
ECK125155712	TSS_2483	promoter	2533789							unknown	forward					1
ECK125155713	TSS_2484	promoter	2533800							unknown	forward					1
ECK125155710	TSS_2481	promoter	2533718							unknown	forward					1
ECK125155711	TSS_2482	promoter	2533756							unknown	forward					1
ECK125157263	TSS_4034	promoter	3949910							unknown	forward					1
ECK125156472	TSS_3243 (cluster)	promoter	3375504							unknown	reverse					1
ECK120010546	creAp	promoter	4633500			4633465	4633470	4633487	4633492	Sigma70	forward					1
ECK120010547	fliDp	promoter	2001841			2001805	2001810	2001826	2001831	Sigma70	forward					1
ECK120010544	endAp2	promoter	3088297							nan	forward					1
ECK120010545	corAp	promoter	3999217			3999180	3999185	3999203	3999208	Sigma70	forward					1
ECK120010542	micLp2	promoter	1957010							nan	reverse					1
ECK120010543	endAp1	promoter	3088349							nan	forward					1
ECK120010540	cspDp	promoter	921899			921930	921935	921908	921913	Sigma70	reverse					1
ECK120010541	hyaAp	promoter	1031207			1031167	1031172	1031194	1031199	Sigma70	forward					1
ECK120022001	iraDp2	promoter	4554879			4554843	4554848	4554862	4554872	Sigma38	forward					1
ECK120010548	fecAp	promoter	4514750							Sigma19	reverse					1
ECK120010549	soxRp	promoter	4275470			4275432	4275437	4275456	4275461	Sigma70	forward					1
ECK125155506	TSS_2277	promoter	2317135							unknown	reverse					1
ECK120022344	ompWp	promoter	1312015							nan	forward					1
ECK120022342	ompXp2	promoter	849642							nan	forward					1
ECK125137183	yedYp4	promoter	2037310			2037277	2037283	2037300	2037305	Sigma32	forward					1
ECK125137182	hiuHp6	promoter	2036864			2036827	2036832	2036853	2036858	Sigma70	forward					1
ECK125137181	yedVp6	promoter	2036226			2036253	2036258	2036231	2036238	Sigma28	reverse					1
ECK125137180	yedJp4	promoter	2031247			2031280	2031285	2031253	2031258	Sigma70	reverse					1
ECK125137187	yodBp16	promoter	2040318			2040286	2040292	2040306	2040312	Sigma24	forward					1
ECK125137186	yodBp15	promoter	2040200			2040168	2040174	2040188	2040193	Sigma32	forward					1
ECK125137185	yodBp14	promoter	2040285			2040252	2040257	2040273	2040280	Sigma28	forward					1
ECK125137184	yodBp13	promoter	2040332			2040299	2040305	2040322	2040327	Sigma32	forward					1
ECK125137189	yeeJp8	promoter	2042787			2042755	2042761	2042777	2042782	Sigma32	forward					1
ECK125137188	mtfAp1	promoter	2041642			2041606	2041612	2041631	2041637	Sigma24	forward					1
ECK125136593	hscCp7	promoter	682817			682843	682849	682823	682828	Sigma32	reverse					1
ECK125136592	hscCp5	promoter	682705			682732	682737	682710	682715	Sigma70	reverse					1
ECK125136591	ybeUp5	promoter	678688			678657	678663	678677	678682	Sigma32	forward					1
ECK125136590	ybeUp4	promoter	678685			678652	678657	678674	678679	Sigma70	forward					1
ECK125136597	insHp6	promoter	688445			688461	688466	688450	688454	Sigma54	reverse					1
ECK125136596	insHp5	promoter	688435			688462	688467	688441	688446	Sigma70	reverse					1
ECK125136595	insHp3	promoter	688428			688459	688465	688434	688440	Sigma24	reverse					1
ECK125136594	rihAp3	promoter	683825			683856	683862	683831	683837	Sigma24	reverse					1
ECK125136599	ybfFp1	promoter	712069			712100	712106	712076	712082	Sigma24	reverse					1
ECK125136598	lntp4	promoter	690207			690239	690245	690213	690219	Sigma24	reverse					1
ECK125137239	rcnBp	promoter	2184906			2184872	2184878	2184894	2184900	Sigma24	forward					1
ECK125137238	thiDp3	promoter	2182695			2182726	2182732	2182700	2182706	Sigma24	reverse					1
ECK125137231	ogrKp5	promoter	2165572			2165602	2165607	2165579	2165584	Sigma70	reverse					1
ECK125137230	yegQp1	promoter	2163615			2163583	2163588	2163605	2163610	Sigma70	forward					1
ECK125137233	yegSp6	promoter	2166567			2166529	2166534	2166556	2166561	Sigma70	forward					1
ECK125137232	yegSp5	promoter	2166582			2166553	2166559	2166572	2166577	Sigma32	forward					1
ECK125137235	yegSp8	promoter	2166707			nan	nan	2166695	2166702	Sigma38	forward					1
ECK125137234	yegSp7	promoter	2166589			2166554	2166559	2166578	2166583	Sigma70	forward					1
ECK125137237	yegXp6	promoter	2181842			2181873	2181879	2181847	2181853	Sigma24	reverse					1
ECK125137236	yegXp1	promoter	2181823			2181853	2181859	2181829	2181835	Sigma24	reverse					1
ECK120011144	rplMp	promoter	3376694			3376722	3376727	3376700	3376705	Sigma70	reverse					1
ECK120011146	rpsMp2	promoter	3440587			3440616	3440621	3440593	3440598	Sigma70	reverse					1
ECK125160781	ygfBp	promoter	3053495			nan	nan	3053502	3053507	Sigma70	reverse					1
ECK125160783	ydcSp1	promoter	1509623			nan	nan	1509606	1509616	Sigma38	forward					1
ECK125160782	fabHp	promoter	1147739			nan	nan	1147727	1147732	nan	forward					1
ECK125153718	TSS_489 (cluster)	promoter	443785							unknown	reverse					1
ECK125153719	TSS_490	promoter	443824							unknown	forward					1
ECK125153710	TSS_481	promoter	433828							unknown	forward					1
ECK125153711	TSS_482	promoter	434198							unknown	forward					1
ECK125153712	TSS_483	promoter	435805							unknown	forward					1
ECK125153713	TSS_484	promoter	437508							unknown	reverse					1
ECK125153714	TSS_485 (cluster)	promoter	439143							unknown	reverse					1
ECK125153715	TSS_486	promoter	440693							unknown	forward					1
ECK125153716	TSS_487	promoter	443016							unknown	reverse					1
ECK125153717	TSS_488 (cluster)	promoter	443779							unknown	reverse					1
ECK120015398	borDp	promoter	578144							nan	reverse					1
ECK120015399	rstAp	promoter	1680162							nan	forward					1
ECK120015390	ftsKp3	promoter	932441			932405	932410	932429	932434	Sigma70	forward					1
ECK120015391	allAp	promoter	531614							nan	forward					1
ECK120015392	allSp	promoter	531524							nan	reverse					1
ECK120015393	yhhYp	promoter	3579134			3579093	3579098	3579119	3579124	Sigma70	forward					1
ECK120015394	nohAp	promoter	1634627							Sigma70	reverse					1
ECK120015395	fhuFp	promoter	4603717			4603745	4603750	4603722	4603727	Sigma70	reverse					1
ECK120015396	otsBp2	promoter	1980466			1980495	1980500	1980472	1980482	Sigma38	reverse					1
ECK120015397	yrbLp	promoter	3346443							nan	forward					1
ECK120033031	sdaCp	promoter	2926057			2926019	2926024	2926045	2926050	Sigma70	forward					1
ECK120033030	csgDp2	promoter	1102558			1102595	1102600	1102567	1102578	Sigma38	reverse					1
ECK120033033	dcuRp	promoter	4348588			4348626	4348631	4348599	4348604	Sigma70	reverse					1
ECK120033032	ychHp	promoter	1257961							Sigma70	forward					1
ECK125156507	TSS_3278	promoter	3402768							unknown	forward					1
ECK125155545	TSS_2316	promoter	2394066							unknown	reverse					1
ECK125155544	TSS_2315	promoter	2392702							unknown	reverse					1
ECK120010221	fepAp	promoter	611890			611921	611926	611897	611902	Sigma70	reverse					1
ECK125156498	TSS_3269	promoter	3398688							unknown	reverse					1
ECK125156499	TSS_3270	promoter	3398696							unknown	reverse					1
ECK125156494	TSS_3265	promoter	3390443							unknown	reverse					1
ECK125156495	TSS_3266	promoter	3395020							unknown	reverse					1
ECK125156496	TSS_3267	promoter	3395643							unknown	reverse					1
ECK125156497	TSS_3268	promoter	3397827							unknown	reverse					1
ECK125156490	TSS_3261	promoter	3382494							unknown	reverse					1
ECK125156491	TSS_3262	promoter	3383504							unknown	forward					1
ECK125156492	TSS_3263	promoter	3384191							unknown	reverse					1
ECK125156493	TSS_3264	promoter	3390139							unknown	reverse					1
ECK125157019	TSS_3790 (cluster)	promoter	3676403							unknown	reverse					1
ECK125157018	TSS_3789 (cluster)	promoter	3671354							unknown	forward					1
ECK120010455	lonp	promoter	458039			458002	458007	458021	458026	Sigma32	forward					1
ECK125157013	TSS_3784	promoter	3656912							unknown	forward					1
ECK125157012	TSS_3783	promoter	3656909							unknown	forward					1
ECK125157011	TSS_3782 (cluster)	promoter	3655033							unknown	forward					1
ECK125157010	TSS_3781 (cluster)	promoter	3655000							unknown	forward					1
ECK125157017	TSS_3788	promoter	3668528							unknown	forward					1
ECK120010456	ibpAp	promoter	3865541			3865570	3865575	3865551	3865556	Sigma32	reverse					1
ECK125157015	TSS_3786	promoter	3665178							unknown	reverse					1
ECK125157014	TSS_3785	promoter	3657239							unknown	forward					1
ECK120010105	cspGp	promoter	1050528							nan	forward					1
ECK125155549	TSS_2320	promoter	2394612							unknown	reverse					1
ECK120010102	talAp1	promoter	2576610			2576578	2576583	2576595	2576605	Sigma38	forward					1
ECK125155548	TSS_2319	promoter	2394507							unknown	reverse					1
ECK120010103	cspIp	promoter	1636836							nan	reverse					1
ECK125155521	TSS_2292	promoter	2363745							unknown	reverse					1
ECK125155520	TSS_2291	promoter	2345664							unknown	forward					1
ECK125155523	TSS_2294	promoter	2367150							unknown	forward					1
ECK125155522	TSS_2293	promoter	2365250							unknown	forward					1
ECK125155525	TSS_2296	promoter	2377267							unknown	reverse					1
ECK120010100	cstAp1	promoter	629078							nan	forward					1
ECK125155527	TSS_2298	promoter	2378868							unknown	reverse					1
ECK125155526	TSS_2297	promoter	2377303							unknown	reverse					1
ECK125155529	TSS_2300 (cluster)	promoter	2379076							unknown	reverse					1
ECK125155528	TSS_2299	promoter	2379072							unknown	reverse					1
ECK125156720	TSS_3491	promoter	3448555							unknown	reverse					1
ECK120010101	nanCp	promoter	4537951							nan	reverse					1
ECK125156726	TSS_3497	promoter	3449984							unknown	reverse					1
ECK125156727	TSS_3498	promoter	3449987							unknown	reverse					1
ECK125156504	TSS_3275	promoter	3401472							unknown	forward					1
ECK125156725	TSS_3496 (cluster)	promoter	3449557							unknown	reverse					1
ECK125136603	ybfAp8	promoter	728305			728272	728277	728293	728300	Sigma28	forward					1
ECK125136602	ybfAp7	promoter	728260			728222	728228	728248	728254	Sigma24	forward					1
ECK125136601	kdpEp3	promoter	721117			721144	721149	721122	721127	Sigma70	reverse					1
ECK125136600	potEp1	promoter	717567			717596	717602	717572	717578	Sigma24	reverse					1
ECK125136607	dtpDp8	promoter	741893			741925	741930	741899	741904	Sigma70	reverse					1
ECK125136606	dtpDp6	promoter	741846			741874	741879	741853	741858	Sigma70	reverse					1
ECK125136605	dtpDp5	promoter	741845			741874	741879	741850	741855	Sigma70	reverse					1
ECK125136604	rhsCp3	promoter	728602			728573	728579	728591	728596	Sigma32	forward					1
ECK125154382	TSS_1153	promoter	1019152							unknown	reverse					1
ECK125154383	TSS_1154	promoter	1019154							unknown	reverse					1
ECK125136609	ybgOp4	promoter	748405			748431	748437	748411	748417	Sigma24	reverse					1
ECK125136608	ybgOp3	promoter	748408			748439	748444	748415	748420	Sigma70	reverse					1
ECK125154386	TSS_1157	promoter	1019272							unknown	reverse					1
ECK125154387	TSS_1158	promoter	1019407							unknown	reverse					1
ECK125154384	TSS_1155	promoter	1019203							unknown	reverse					1
ECK125154385	TSS_1156	promoter	1019267							unknown	reverse					1
ECK125137958	yihVp3	promoter	4071684			4071645	4071650	4071672	4071677	Sigma70	forward					1
ECK125137959	yihVp4	promoter	4071735			4071704	4071709	4071725	4071730	Sigma70	forward					1
ECK125137954	yihOp3	promoter	4063994			4064021	4064026	4063999	4064006	Sigma28	reverse					1
ECK125137955	yihQp1	promoter	4067469			4067499	4067505	4067476	4067482	Sigma24	reverse					1
ECK125137956	yihQp6	promoter	4067456			4067486	4067491	4067461	4067466	Sigma70	reverse					1
ECK125137957	yihQp8	promoter	4067386			4067412	4067417	4067391	4067396	Sigma70	reverse					1
ECK125137950	yihLp4	promoter	4058442			4058407	4058412	4058431	4058436	Sigma70	forward					1
ECK125137951	yihLp5	promoter	4058446			4058420	4058425	4058436	4058440	Sigma54	forward					1
ECK125137952	yihNp5	promoter	4060189			4060158	4060164	4060178	4060184	Sigma24	forward					1
ECK125137953	ompLp1	promoter	4062502			4062520	4062525	4062508	4062512	Sigma54	reverse					1
ECK125156216	TSS_2987 (cluster)	promoter	3090922							unknown	forward					1
ECK125137724	csrDp4	promoter	3401447			3401475	3401480	3401453	3401458	Sigma70	reverse					1
ECK125156872	TSS_3643	promoter	3488209							unknown	reverse					1
ECK125156873	TSS_3644	promoter	3492020							unknown	forward					1
ECK125156870	TSS_3641 (cluster)	promoter	3484637							unknown	forward					1
ECK125156871	TSS_3642 (cluster)	promoter	3484643							unknown	forward					1
ECK125156876	TSS_3647	promoter	3492426							unknown	forward					1
ECK125156877	TSS_3648	promoter	3492444							unknown	forward					1
ECK125156874	TSS_3645 (cluster)	promoter	3492054							unknown	forward					1
ECK125156875	TSS_3646	promoter	3492057							unknown	forward					1
ECK125156878	TSS_3649	promoter	3492557							unknown	forward					1
ECK125156879	TSS_3650	promoter	3493003							unknown	forward					1
ECK125154650	TSS_1421	promoter	1292029							unknown	reverse					1
ECK125154651	TSS_1422	promoter	1292043							unknown	reverse					1
ECK125154652	TSS_1423 (cluster)	promoter	1292050							unknown	reverse					1
ECK125154653	TSS_1424	promoter	1292154							unknown	reverse					1
ECK125154654	TSS_1425	promoter	1292160							unknown	reverse					1
ECK125154655	TSS_1426	promoter	1292165							unknown	reverse					1
ECK125154656	TSS_1427	promoter	1294766							unknown	reverse					1
ECK125154657	TSS_1428	promoter	1294902							unknown	reverse					1
ECK125154658	TSS_1429	promoter	1295142							unknown	reverse					1
ECK120033636	crlp1	promoter	257810			257776	257781	257798	257803	Sigma70	forward					1
ECK120033635	rdgBp	promoter	3094642			3094607	3094612	3094627	3094632	Sigma32	forward					1
ECK120033634	clpPp3	promoter	455829			455794	455799	455814	455819	Sigma32	forward					1
ECK120033633	xerDp	promoter	3037873			3037899	3037904	3037883	3037888	Sigma32	reverse					1
ECK120033632	yafDp	promoter	231064			231037	231042	231057	231062	Sigma32	forward					1
ECK120033631	hepAp2	promoter	63588			63618	63623	63598	63603	Sigma32	reverse					1
ECK120033630	rrsEp2	promoter	4205994			4205960	4205965	4205982	4205987	Sigma70	forward					1
ECK120010483	stpAp3	promoter	2796600							nan	reverse					1
ECK120010482	stpAp2	promoter	2796578			nan	nan	2796584	2796589	Sigma70	reverse					1
ECK120010481	stpAp1	promoter	2796558			2796593	2796598	2796567	2796572	Sigma70	reverse					1
ECK120010480	csgDp1	promoter	1102567			1102595	1102600	1102573	1102583	Sigma38	reverse					1
ECK120010487	osmEp	promoter	1820307			1820330	1820335	1820308	1820313	Sigma70	reverse					1
ECK120010486	mdoGp1	promoter	1108501			1108464	1108469	1108488	1108493	Sigma70	forward					1
ECK120010485	treRp1	promoter	4465294			4465323	4465328	4465296	4465301	Sigma70	reverse					1
ECK120010484	dadAp2	promoter	1236748			1236713	1236718	1236739	1236744	Sigma70	forward					1
ECK120010489	osmCp2	promoter	1554630			1554592	1554597	1554609	1554619	Sigma38	forward					1
ECK120010488	osmCp1	promoter	1554620			1554588	1554593	1554614	1554619	Sigma70	forward					1
ECK125156944	TSS_3715	promoter	3569911							unknown	reverse					1
ECK125156446	TSS_3217	promoter	3346347							unknown	reverse					1
ECK125154739	TSS_1510	promoter	1301534							unknown	forward					1
ECK125154738	TSS_1509	promoter	1300481							unknown	forward					1
ECK125154733	TSS_1504	promoter	1300003							unknown	forward					1
ECK125154732	TSS_1503	promoter	1299979							unknown	forward					1
ECK125154731	TSS_1502 (cluster)	promoter	1299951							unknown	forward					1
ECK125154730	TSS_1501	promoter	1299675							unknown	forward					1
ECK125154737	TSS_1508	promoter	1300261							unknown	forward					1
ECK125154736	TSS_1507	promoter	1300245							unknown	forward					1
ECK125154735	TSS_1506	promoter	1300112							unknown	forward					1
ECK125154734	TSS_1505	promoter	1300061							unknown	forward					1
ECK125156215	TSS_2986 (cluster)	promoter	3090848							unknown	forward					1
ECK125156212	TSS_2983	promoter	3089831							unknown	forward					1
ECK125156213	TSS_2984	promoter	3090098							unknown	forward					1
ECK120010159	glnBp2	promoter	2685525			2685558	2685563	2685534	2685539	Sigma70	reverse					1
ECK120010158	tyrPp1	promoter	1987669			1987631	1987636	1987654	1987659	Sigma70	forward					1
ECK120010155	rpoHp4	promoter	3598886			3598917	3598922	3598894	3598899	Sigma70	reverse					1
ECK120010154	purEp	promoter	552365			552395	552400	552373	552378	Sigma70	reverse					1
ECK120010157	tnaCp	promoter	3886434			3886393	3886398	3886420	3886425	Sigma70	forward					1
ECK120010156	kblp	promoter	3790600			3790633	3790638	3790607	3790612	Sigma70	reverse					1
ECK120010151	cysKp1	promoter	2530399			2530360	2530365	2530386	2530391	Sigma70	forward					1
ECK120010150	cysJp	promoter	2889986			2890016	2890021	2889992	2889997	Sigma70	reverse					1
ECK120010153	ilvIHp1	promoter	85600			85563	85568	85586	85591	Sigma70	forward					1
ECK120010152	fadLp	promoter	2459227			2459190	2459195	2459210	2459220	Sigma38	forward					1
ECK125157839	TSS_4610 (cluster)	promoter	4399572							unknown	forward					1
ECK125157838	TSS_4609	promoter	4398257							unknown	forward					1
ECK125157831	TSS_4602	promoter	4389593							unknown	forward					1
ECK125157830	TSS_4601	promoter	4389584							unknown	forward					1
ECK125157833	TSS_4604	promoter	4389612							unknown	reverse					1
ECK125157832	TSS_4603	promoter	4389597							unknown	forward					1
ECK125157835	TSS_4606	promoter	4393438							unknown	forward					1
ECK125157834	TSS_4605	promoter	4389739							unknown	forward					1
ECK125157837	TSS_4608	promoter	4396355							unknown	forward					1
ECK125157836	TSS_4607	promoter	4393736							unknown	forward					1
ECK125155064	TSS_1835	promoter	1798033							unknown	reverse					1
ECK125155065	TSS_1836 (cluster)	promoter	1798355							unknown	reverse					1
ECK125155066	TSS_1837	promoter	1798454							unknown	reverse					1
ECK125155067	TSS_1838	promoter	1798620							unknown	reverse					1
ECK125155060	TSS_1831	promoter	1798021							unknown	reverse					1
ECK125155061	TSS_1832	promoter	1798023							unknown	reverse					1
ECK125155062	TSS_1833	promoter	1798027							unknown	reverse					1
ECK125155063	TSS_1834	promoter	1798029							unknown	reverse					1
ECK125155068	TSS_1839	promoter	1798841							unknown	reverse					1
ECK125155069	TSS_1840	promoter	1798843							unknown	reverse					1
ECK120010739	rnpBp	promoter	3268614							nan	reverse					1
ECK120010738	xthAp	promoter	1830423			1830387	1830392	1830406	1830416	Sigma38	forward					1
ECK120010731	xseAp	promoter	2632219			2632185	2632190	2632210	2632215	Sigma70	forward					1
ECK120010730	hupBp4	promoter	460529							nan	forward					1
ECK120010733	cfap2	promoter	1739403			1739370	1739375	1739387	1739397	Sigma38	forward					1
ECK120010732	cfap1	promoter	1739225			1739189	1739194	1739208	1739218	Sigma38	forward					1
ECK120010735	mazEp2	promoter	2909377							nan	reverse					1
ECK120010734	mazEp1	promoter	2909390							nan	reverse					1
ECK120010737	poxBp	promoter	910299			910332	910337	910307	910317	Sigma38	reverse					1
ECK120010736	acrAp	promoter	484922			484953	484958	484929	484934	Sigma70	reverse					1
ECK125157773	TSS_4544	promoter	4364861							unknown	reverse					1
ECK125156104	TSS_2875	promoter	3032660							unknown	reverse					1
ECK125156503	TSS_3274	promoter	3401470							unknown	forward					1
ECK125137729	envRp9	promoter	3411629			3411657	3411662	3411635	3411640	Sigma70	reverse					1
ECK125156105	TSS_2876	promoter	3033020							unknown	reverse					1
ECK125156267	TSS_3038	promoter	3176023							unknown	forward					1
ECK125156266	TSS_3037	promoter	3175732							unknown	reverse					1
ECK125156265	TSS_3036	promoter	3174987							unknown	reverse					1
ECK125156264	TSS_3035	promoter	3174943							unknown	reverse					1
ECK125156263	TSS_3034	promoter	3173667							unknown	reverse					1
ECK125156262	TSS_3033	promoter	3172929							unknown	reverse					1
ECK125156261	TSS_3032 (cluster)	promoter	3171142							unknown	forward					1
ECK125156260	TSS_3031	promoter	3170526							unknown	forward					1
ECK125156269	TSS_3040	promoter	3176911							unknown	forward					1
ECK125156268	TSS_3039	promoter	3176155							unknown	forward					1
ECK125136856	yciNp11	promoter	1328814			1328847	1328852	1328820	1328825	Sigma70	reverse					1
ECK125136857	ymiAp6	promoter	1333129			1333095	1333100	1333118	1333123	Sigma70	forward					1
ECK125136854	yciNp9	promoter	1328781			1328806	1328812	1328786	1328792	Sigma24	reverse					1
ECK125136855	yciNp10	promoter	1328713			1328741	1328746	1328718	1328723	Sigma70	reverse					1
ECK125136852	yciNp5	promoter	1328827			1328855	1328860	1328834	1328839	Sigma70	reverse					1
ECK125136853	yciNp8	promoter	1328726			1328749	1328755	1328732	1328737	Sigma32	reverse					1
ECK125136850	trpAp7	promoter	1315363			1315389	1315395	1315369	1315374	Sigma32	reverse					1
ECK125136851	trpAp8	promoter	1315265			1315293	1315298	1315271	1315278	Sigma28	reverse					1
ECK125136858	ymiAp7	promoter	1333080			1333043	1333048	1333069	1333074	Sigma70	forward					1
ECK125136859	pgpBp4	promoter	1337259			1337224	1337229	1337249	1337254	Sigma70	forward					1
ECK125153384	TSS_155 (cluster)	promoter	102049							unknown	forward					1
ECK125138047	ytfIp4	promoter	4435696			4435660	4435665	4435685	4435690	Sigma70	forward					1
ECK125138046	ytfHp6	promoter	4432127			4432093	4432099	4432115	4432121	Sigma24	forward					1
ECK125137725	yhdHp1	promoter	3401302			3401265	3401271	3401289	3401295	Sigma24	forward					1
ECK120034419	kefAp	promoter	485716							nan	forward					1
ECK125137723	mreDp2	promoter	3397105			3397133	3397138	3397111	3397116	Sigma70	reverse					1
ECK125137722	tldDp7	promoter	3390206			3390234	3390239	3390211	3390218	Sigma28	reverse					1
ECK125138041	yjfZp7	promoter	4425549			4425572	4425578	4425555	4425560	Sigma32	reverse					1
ECK125137720	aaeRp10	promoter	3387403			3387371	3387376	3387392	3387397	Sigma70	forward					1
ECK120034412	yajQp	promoter	443882							nan	forward					1
ECK120034413	yajRp	promoter	445911							nan	reverse					1
ECK120034410	yaiEp	promoter	407372							nan	forward					1
ECK120034411	brnQp	promoter	418712							nan	forward					1
ECK120034416	tesBp	promoter	474425							nan	reverse					1
ECK120034417	ylaCp	promoter	478512							nan	reverse					1
ECK120034414	tigp1	promoter	454217							nan	forward					1
ECK125137728	yhdUp1	promoter	3410519			3410483	3410489	3410507	3410513	Sigma24	forward					1
ECK125153523	TSS_294	promoter	191752							unknown	forward					1
ECK125153522	TSS_293	promoter	190841							unknown	forward					1
ECK125153521	TSS_292	promoter	190803							unknown	forward					1
ECK125153520	TSS_291	promoter	190448							unknown	forward					1
ECK125153527	TSS_298	promoter	192941							unknown	forward					1
ECK125153526	TSS_297	promoter	192617							unknown	forward					1
ECK125153525	TSS_296 (cluster)	promoter	191819							unknown	forward					1
ECK125153524	TSS_295	promoter	191754							unknown	forward					1
ECK125109865	rcsBp2	promoter	2313997			2313961	2313966	2313985	2313990	Sigma70	forward					1
ECK125109864	rcsBp1	promoter	2313717			2313680	2313685	2313703	2313708	Sigma70	forward					1
ECK125153529	TSS_300	promoter	195472							unknown	forward					1
ECK125109866	fadHp	promoter	3229646							nan	forward					1
ECK125109861	yqhDp	promoter	3153324			3153289	3153294	3153312	3153317	Sigma70	forward					1
ECK125109860	yfgFp	promoter	2627053							nan	reverse					1
ECK125109863	rcsDp	promoter	2311474			2311440	2311445	2311463	2311468	Sigma70	forward					1
ECK125109862	fhuFp2	promoter	4603775			4603805	4603810	4603783	4603788	Sigma70	reverse					1
ECK125137899	adep7	promoter	3841953			3841918	3841923	3841942	3841947	Sigma70	forward					1
ECK125137898	adep6	promoter	3841924			3841892	3841897	3841913	3841918	Sigma70	forward					1
ECK125137895	yicOp5	promoter	3841903			3841933	3841939	3841908	3841914	Sigma24	reverse					1
ECK125137894	yicOp1	promoter	3841980			3842009	3842015	3841986	3841992	Sigma24	reverse					1
ECK125137897	yicOp11	promoter	3841842			3841870	3841876	3841848	3841854	Sigma24	reverse					1
ECK125137896	yicOp10	promoter	3841944			3841977	3841982	3841950	3841955	Sigma70	reverse					1
ECK125137891	setCp13	promoter	3834861			3834823	3834828	3834850	3834855	Sigma70	forward					1
ECK125137890	setCp12	promoter	3834900			3834868	3834873	3834889	3834894	Sigma70	forward					1
ECK125137893	yicNp4	promoter	3840532			3840563	3840569	3840537	3840543	Sigma24	reverse					1
ECK125137892	setCp14	promoter	3834767			3834736	3834742	3834756	3834762	Sigma24	forward					1
ECK125157358	TSS_4129	promoter	4011607							unknown	forward					1
ECK125157359	TSS_4130	promoter	4011900							unknown	forward					1
ECK125157608	TSS_4379	promoter	4178607							unknown	forward					1
ECK125157609	TSS_4380	promoter	4179160							unknown	forward					1
ECK125157354	TSS_4125	promoter	4011057							unknown	forward					1
ECK125157355	TSS_4126	promoter	4011084							unknown	forward					1
ECK125157356	TSS_4127	promoter	4011102							unknown	forward					1
ECK125157357	TSS_4128	promoter	4011150							unknown	forward					1
ECK125157350	TSS_4121	promoter	4010945							unknown	forward					1
ECK125157351	TSS_4122	promoter	4010970							unknown	forward					1
ECK125157352	TSS_4123	promoter	4011033							unknown	forward					1
ECK125157353	TSS_4124	promoter	4011040							unknown	forward					1
ECK120016933	ybgIp1	promoter	741842							nan	forward					1
ECK120016935	ydgKp	promoter	1703231							nan	forward					1
ECK120016934	ybgIp2	promoter	742021							nan	forward					1
ECK120016936	rsxAp	promoter	1703779							nan	forward					1
ECK120016939	ascGp	promoter	2837309			2837340	2837345	2837317	2837322	Sigma70	reverse					1
ECK120016938	ascFp	promoter	2837451			2837415	2837420	2837438	2837443	Sigma70	forward					1
ECK125136904	insHp3	promoter	1426950			1426978	1426984	1426956	1426961	Sigma32	reverse					1
ECK120022065	yqjIp	promoter	3214775							nan	forward					1
ECK125136905	pinRp1	promoter	1431736			1431765	1431771	1431742	1431748	Sigma24	reverse					1
ECK125136906	ompNp3	promoter	1435103			1435130	1435135	1435108	1435113	Sigma70	reverse					1
ECK125136907	ompNp4	promoter	1435008			1435038	1435043	1435014	1435019	Sigma70	reverse					1
ECK125153736	TSS_507	promoter	454228							unknown	forward					1
ECK125153737	TSS_508 (cluster)	promoter	454231							unknown	forward					1
ECK125153734	TSS_505	promoter	453888							unknown	forward					1
ECK125153735	TSS_506	promoter	454223							unknown	forward					1
